,Interval summary,,,,,,,,,,,,Velocity classes,,,,,,,,,,Zone: block,,,,,,,,,,,Zone: Ball,,,,,,,,,,,Zone: arena,,,,,,,,,,
animal ,Group,Date,Time,Run time,Avg. velocity (cm/s),Track length (cm),Activity (%),Ambulations,ZC,R ZC,Wall dist. (cm),Area covered (%),vc 1 (s),vc 2 (s),vc 3 (s),vc 4 (s),vc 5 (s),vc 6 (s),vc 7 (s),vc 8 (s),vc 9 (s),vc 10 (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s)
47,,15.03.2018,12:08:58,0:09:00,1.8,105.4,46.7,243,53,87,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.8,105.4,0,0,0,0,0,46.7,243,0
47,,15.03.2018,12:09:58,0:10:00,3.5,208.2,53.2,173,130,291,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,16.2,0.7,2,0,0,0,0,100,2,53.2,17.6,5.4,33,18,0,0,0,0,27.7,45,22.4,60,3.5,208.2,0,0,0,0,0,53.2,173,0
62,,15.03.2018,9:30:48,0:01:00,5,299.1,69.6,186,170,479,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1,0,0,4,0,0,0,0,0,5,13.3,0,0,0,0,0,0,0,0,0,0,0,60,5,299.1,0,0,0,0,0,69.6,186,0
62,,15.03.2018,9:31:48,0:02:00,4.5,269.2,60.6,204,166,450,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,2,0,0,0,0,0,4,39.5,60,4.5,269.2,0,0,0,0,0,60.6,204,0
62,,15.03.2018,9:32:48,0:03:00,5.1,307,68.2,221,205,522,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.9,0,0,1,0,0,0,0,0,5,30.8,0.5,0,0,1,0,0,0,0,0,1,12.3,60,5.1,307,0,0,0,0,0,68.2,221,0
62,,15.03.2018,9:33:48,0:04:00,2.2,132.7,44.7,202,67,128,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.2,132.7,0,0,0,0,0,44.7,202,0
62,,15.03.2018,9:34:48,0:05:00,1.6,93.5,42.3,198,58,55,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.6,93.5,0,0,0,0,0,42.3,198,0
62,,15.03.2018,9:35:48,0:06:00,1.2,69.6,38.7,240,58,22,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.2,69.6,0,0,0,0,0,38.7,240,0
62,,15.03.2018,9:36:48,0:07:00,4.4,261.2,62.9,198,171,422,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.4,261.2,0,0,0,0,0,62.9,198,0
62,,15.03.2018,9:37:48,0:08:00,3.4,204.1,54.4,198,105,314,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.4,204.1,0,0,0,0,0,54.4,198,0
62,,15.03.2018,9:38:48,0:09:00,3.4,205.1,56.6,207,109,276,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.4,205.1,0,0,0,0,0,56.6,207,0
62,,15.03.2018,9:39:48,0:10:00,2.8,167.7,43.4,179,87,262,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.8,167.7,0,0,0,0,0,43.4,179,0
66,,15.03.2018,9:43:12,0:01:00,8.5,510.1,90.2,88,298,914,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",8.7,2.2,0.3,11,0,0,0,0,29.3,25,10.3,1.9,0,0,9,0,0,0,0,0,4,26.2,60,8.5,510.1,0,0,0,0,0,90.2,88,0
66,,15.03.2018,9:44:12,0:02:00,6.2,369.3,77.4,143,219,668,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,4.5,8.7,10.1,4,0,0,0,0,85,15,1.3,60,6.2,369.3,0,0,0,0,0,77.4,143,0
66,,15.03.2018,9:45:12,0:03:00,1.5,92.9,46.9,260,70,50,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.5,92.9,0,0,0,0,0,46.9,260,0
66,,15.03.2018,9:46:12,0:04:00,7.3,436.1,80.6,141,269,803,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",8.4,19.2,31.9,21,0,0,0,0,87.2,17,13.7,3.5,5.2,1.5,16,0,0,0,0,100,3,11,60,7.3,436.1,0,0,0,0,0,80.6,141,0
66,,15.03.2018,9:47:12,0:05:00,3.2,190.6,61.8,244,153,224,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,2.4,4.1,0.8,2,0,0,0,0,100,3,1.3,60,3.2,190.6,0,0,0,0,0,61.8,244,0
66,,15.03.2018,9:48:12,0:06:00,1.7,101.3,50.7,229,56,27,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.7,101.3,0,0,0,0,0,50.7,229,0
66,,15.03.2018,9:49:12,0:07:00,2.3,140,54.3,242,67,107,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.3,140,0,0,0,0,0,54.3,242,0
66,,15.03.2018,9:50:12,0:08:00,7.8,469.3,84,130,299,802,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",6.3,12.4,37,10,0,0,0,0,72.2,9,2.7,2.4,15,0.5,8,0,0,0,0,100,3,8.7,60,7.8,469.3,0,0,0,0,0,84,130,0
66,,15.03.2018,9:51:12,0:09:00,3.9,236.1,59,195,149,356,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.5,2.3,2.4,6,0,0,0,0,49,0,1.4,0,0,0,0,0,0,0,0,0,0,0,60,3.9,236.1,0,0,0,0,0,59,195,0
66,,15.03.2018,9:52:12,0:10:00,1.4,86.9,44.5,250,38,12,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.4,86.9,0,0,0,0,0,44.5,250,0
67,,15.03.2018,9:55:27,0:01:00,9.7,579.4,85,110,339,1128,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.4,0,0,5,0,0,0,0,0,10,20.1,1.1,0,0,4,0,0,0,0,0,4,47.1,60,9.7,579.4,0,0,0,0,0,85,110,0
67,,15.03.2018,9:56:27,0:02:00,9.5,572.7,82.8,134,352,1127,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,3,0,0,0,0,0,0,6.6,10.4,13.5,22.4,14,0,0,0,0,62.3,25,2.8,60,9.5,572.7,0,0,0,0,0,82.8,134,0
67,,15.03.2018,9:57:27,0:03:00,8.7,523.6,77.4,149,332,1009,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.6,226.5,7,8,0,0,0,0,100,7,8.8,4.6,15.3,53.9,9,0,0,0,0,69.8,14,1,60,8.7,523.6,0,0,0,0,0,77.4,149,0
67,,15.03.2018,9:58:27,0:04:00,9.9,594.2,73.3,150,359,996,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",9,11.9,37.6,7,0,0,0,0,56.7,22,8.2,2.9,9.9,9.6,7,0,0,0,0,54.7,5,11.3,60,9.9,594.2,0,0,0,0,0,73.3,150,0
67,,15.03.2018,9:59:27,0:05:00,9.3,560.1,70.9,146,340,922,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",14.1,8.7,26.5,19,0,0,0,0,46.2,36,3.1,5.5,9.1,21.1,11,0,0,0,0,47.4,16,7,60,9.3,560.1,0,0,0,0,0,70.9,146,0
67,,15.03.2018,10:00:27,0:06:00,5.5,331.8,68.5,215,212,541,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.8,16.8,20.2,3,0,0,0,0,68.3,10,53.5,0.8,0,0,4,0,0,0,0,0,1,51.1,60,5.5,331.8,0,0,0,0,0,68.5,215,0
67,,15.03.2018,10:01:27,0:07:00,8,481.3,75.5,145,289,784,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",9.9,14.8,23.4,10,0,0,0,0,43.9,20,2.8,5.3,16.9,10.5,20,0,0,0,0,52.1,10,26.3,60,8,481.3,0,0,0,0,0,75.5,145,0
67,,15.03.2018,10:02:27,0:08:00,8.2,491.6,76.8,142,304,874,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",8.7,5.2,3,12,0,0,0,0,44.2,20,34,4.3,17.5,36.8,10,0,0,0,0,82.6,6,7.1,60,8.2,491.6,0,0,0,0,0,76.8,142,0
67,,15.03.2018,10:03:27,0:09:00,8.2,489.7,68,138,282,813,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",11.7,10.6,35.9,25,0,0,0,0,51.2,20,8.5,8.1,2.8,8.2,3,0,0,0,0,8.7,10,43.5,60,8.2,489.7,0,0,0,0,0,68,138,0
67,,15.03.2018,10:04:27,0:10:00,6.9,411.9,75.2,180,222,657,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.2,11.7,11.3,13,0,0,0,0,61,10,18.2,2.6,5.3,3.4,5,0,0,0,0,52.4,4,14,59.9,6.9,411.9,0,0,0,0,0,75.2,180,0
68,,15.03.2018,10:07:24,0:01:00,8.9,536.3,78.7,153,298,1015,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.4,0,0,3,0,0,0,0,0,3,31.5,1.2,0,0,2,0,0,0,0,0,3,28.4,60,8.9,536.3,0,0,0,0,0,78.7,153,0
68,,15.03.2018,10:08:24,0:02:00,8.4,503.9,79,138,301,960,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",3.6,26.7,7.9,3,0,0,0,0,89.5,12,21.7,7.1,11.9,18.2,8,0,0,0,0,69.7,14,4,60,8.4,503.9,0,0,0,0,0,79,138,0
68,,15.03.2018,10:09:24,0:03:00,2.5,151.6,49.7,237,115,189,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,17.4,14,3,0,0,0,0,66,0,29.5,0,0,0,0,0,0,0,0,0,0,0,60,2.5,151.6,0,0,0,0,0,49.7,237,0
68,,15.03.2018,10:10:24,0:04:00,5.2,312,69.4,229,201,489,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.8,8.8,13.7,11,0,0,0,0,35.3,11,15.2,3.5,5.9,5.4,5,0,0,0,0,62.8,6,25.3,60,5.2,312,0,0,0,0,0,69.4,229,0
68,,15.03.2018,10:11:24,0:05:00,4.1,247.2,63.5,229,154,371,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.5,0,0,2,0,0,0,0,0,3,49.4,0.2,0,0,1,0,0,0,0,0,0,47.6,60,4.1,247.2,0,0,0,0,0,63.5,229,0
68,,15.03.2018,10:12:24,0:06:00,6.6,398.2,66.4,175,244,796,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.8,11.2,20.8,7,0,0,0,0,41,3,30.4,2.5,4.8,5.4,5,0,0,0,0,47.4,6,40.2,60,6.6,398.2,0,0,0,0,0,66.4,175,0
68,,15.03.2018,10:13:24,0:07:00,4.3,258.9,72.1,209,160,351,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",5.8,4,9.3,10,0,0,0,0,21.4,14,49.8,0.9,26.4,5.3,2,0,0,0,0,100,2,46,60,4.3,258.9,0,0,0,0,0,72.1,209,0
68,,15.03.2018,10:14:24,0:08:00,6.2,373.7,76.8,166,224,623,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.6,21.6,6.1,6,0,0,0,0,54.1,3,0.4,1.9,17.5,2.7,5,0,0,0,0,72.6,4,31.8,60,6.2,373.7,0,0,0,0,0,76.8,166,0
68,,15.03.2018,10:15:24,0:09:00,5.2,309.9,65.8,197,174,494,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",7.7,7.7,25.4,11,0,0,0,0,46.8,20,17.9,5.4,7.6,0.3,16,0,0,0,0,100,12,7.9,60,5.2,309.9,0,0,0,0,0,65.8,197,0
68,,15.03.2018,10:16:24,0:10:00,4.9,294.7,64.8,223,165,500,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.9,0,0,4,0,0,0,0,0,2,8.5,2.7,17,8,6,0,0,0,0,64.3,2,6.6,60,4.9,294.7,0,0,0,0,0,64.8,223,0
69,,15.03.2018,10:19:18,0:01:00,5.7,342.1,73,141,194,585,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1,0,0,2,0,0,0,0,0,5,44.8,0,0,0,1,0,0,0,0,0,0,24.4,60,5.7,342.1,0,0,0,0,0,73,141,0
69,,15.03.2018,10:20:18,0:02:00,5.6,334.2,76.2,180,220,595,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.4,0,0,2,0,0,0,0,0,6,45.4,0.4,0,0,6,0,0,0,0,0,0,53.4,60,5.6,334.2,0,0,0,0,0,76.2,180,0
69,,15.03.2018,10:21:18,0:03:00,6,359.2,77.2,163,202,587,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",6.2,0,0,7,0,0,0,0,0,13,11.4,1.2,0,0,1,0,0,0,0,0,0,5.1,60,6,359.2,0,0,0,0,0,77.2,163,0
69,,15.03.2018,10:22:18,0:04:00,2.1,123.1,54.3,277,67,35,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.1,123.1,0,0,0,0,0,54.3,277,0
69,,15.03.2018,10:23:18,0:05:00,5.4,321.9,73,206,187,435,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",6,21.5,33.1,4,0,0,0,0,68,21,27.3,5.6,0,0,8,0,0,0,0,0,13,37.2,60,5.4,321.9,0,0,0,0,0,73,206,0
69,,15.03.2018,10:24:18,0:06:00,7,419.7,83,157,252,605,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",10.9,15.8,42.6,28,0,0,0,0,76.6,27,6.9,4.4,4.1,0.7,8,0,0,0,0,100,9,17.1,60,7,419.7,0,0,0,0,0,83,157,0
69,,15.03.2018,10:25:18,0:07:00,2.4,142.8,57.5,277,100,94,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,3,0,0,0,0,0,7,39.3,60,2.4,142.8,0,0,0,0,0,57.5,277,0
69,,15.03.2018,10:26:18,0:08:00,4.3,255.9,74.9,237,164,311,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.4,0,0,5,0,0,0,0,0,3,38.2,0.4,0,0,1,0,0,0,0,0,0,59.6,60,4.3,255.9,0,0,0,0,0,74.9,237,0
69,,15.03.2018,10:27:18,0:09:00,4.6,273.9,77.7,210,194,341,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",7.3,16.4,17.6,25,0,0,0,0,81.5,18,17.9,5.4,12.9,4.1,7,0,0,0,0,100,15,0.6,60,4.6,273.9,0,0,0,0,0,77.7,210,0
69,,15.03.2018,10:28:18,0:10:00,4.9,296.6,77,220,207,393,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.9,12.2,0.4,2,0,0,0,0,100,0,41.9,2.8,0,0,3,0,0,0,0,0,6,31.3,59.9,4.9,296.6,0,0,0,0,0,77,220,0
36,,15.03.2018,13:06:25,0:01:00,4.4,264.1,64.2,155,182,494,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,2,0,0,0,0,0,4,48.2,60,4.4,264.1,0,0,0,0,0,64.2,155,0
36,,15.03.2018,13:07:25,0:02:00,2.8,165.3,62.2,268,59,158,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.8,165.3,0,0,0,0,0,62.2,268,0
36,,15.03.2018,13:08:25,0:03:00,1.7,104.8,51.4,251,42,52,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.7,104.8,0,0,0,0,0,51.4,251,0
36,,15.03.2018,13:09:25,0:04:00,5.5,330.7,70.9,167,187,595,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.2,0,0,4,0,0,0,0,0,3,18.4,0,0,0,0,0,0,0,0,0,0,0,60,5.5,330.7,0,0,0,0,0,70.9,167,0
36,,15.03.2018,13:10:25,0:05:00,4.9,296.1,70.8,168,183,496,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,2,0,0,0,0,0,1,43.4,0.4,0,0,1,0,0,0,0,0,1,36,60,4.9,296.1,0,0,0,0,0,70.8,168,0
36,,15.03.2018,13:11:25,0:06:00,3.3,197.3,57.2,201,168,312,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.4,0,0,2,0,0,0,0,0,7,1.1,0,0,0,0,0,0,0,0,0,0,0,60,3.3,197.3,0,0,0,0,0,57.2,201,0
36,,15.03.2018,13:12:25,0:07:00,1.2,72.1,37.3,214,30,30,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.2,72.1,0,0,0,0,0,37.3,214,0
36,,15.03.2018,13:13:25,0:08:00,4.5,272.4,65.8,176,160,429,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.1,0,0,2,0,0,0,0,0,6,7,1.2,0,0,2,0,0,0,0,0,6,26.1,60,4.5,272.4,0,0,0,0,0,65.8,176,0
36,,15.03.2018,13:14:25,0:09:00,4.6,273.3,71.1,179,178,445,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.6,273.3,0,0,0,0,0,71.1,179,0
36,,15.03.2018,13:15:25,0:10:00,3.1,184.6,52.3,203,82,241,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.1,184.6,0,0,0,0,0,52.3,203,0
37,,15.03.2018,13:18:58,0:01:00,9.6,578.1,84.4,117,348,1113,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.6,0,0,1,0,0,0,0,0,4,9.5,1.1,0,0,2,0,0,0,0,0,2,3.4,60,9.6,578.1,0,0,0,0,0,84.4,117,0
37,,15.03.2018,13:19:58,0:02:00,6.3,379.6,74.1,189,238,699,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,1,43.4,0.4,0,0,2,0,0,0,0,0,1,49,60,6.3,379.6,0,0,0,0,0,74.1,189,0
37,,15.03.2018,13:20:58,0:03:00,6.7,400.7,76.4,165,258,702,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,5,0,0,0,0,0,3,1.4,60,6.7,400.7,0,0,0,0,0,76.4,165,0
37,,15.03.2018,13:21:58,0:04:00,1.8,105.1,47.9,235,81,69,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.8,105.1,0,0,0,0,0,47.9,235,0
37,,15.03.2018,13:22:58,0:05:00,3.1,185.2,54.2,207,136,257,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.1,185.2,0,0,0,0,0,54.2,207,0
37,,15.03.2018,13:23:58,0:06:00,7.1,423,79.4,171,227,761,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.2,0,0,3,0,0,0,0,0,9,39.1,1.4,0,0,2,0,0,0,0,0,7,21.3,60,7.1,423,0,0,0,0,0,79.4,171,0
37,,15.03.2018,13:24:58,0:07:00,7.2,433.6,77.9,155,253,804,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.4,0,0,1,0,0,0,0,0,3,8,0.5,0,0,2,0,0,0,0,0,2,28.4,60,7.2,433.6,0,0,0,0,0,77.9,155,0
37,,15.03.2018,13:25:58,0:08:00,6.9,415.9,79.7,145,271,808,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.2,0,0,5,0,0,0,0,0,2,13.9,3.2,0,0,9,0,0,0,0,0,11,30.2,60,6.9,415.9,0,0,0,0,0,79.7,145,0
37,,15.03.2018,13:26:58,0:09:00,8.2,492.8,86.2,120,317,969,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.4,0,0,1,0,0,0,0,0,2,10.2,4.6,3.4,7.7,5,0,0,0,0,83.3,15,0.8,60,8.2,492.8,0,0,0,0,0,86.2,120,0
37,,15.03.2018,13:27:58,0:10:00,5.4,324.4,59.8,203,218,479,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,660.4,50.9,1,0,0,0,0,33.8,0,23.7,0.8,0,0,1,0,0,0,0,0,0,10.8,60,5.4,324.4,0,0,0,0,0,59.8,203,0
38,,15.03.2018,13:30:57,0:01:00,6.5,389.2,67.3,139,206,719,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,2,0,0,0,0,0,1,4.6,1.1,0,0,2,0,0,0,0,0,1,1.3,60,6.5,389.2,0,0,0,0,0,67.3,139,0
